TABLE_IDENTIFIER;FREQ;REF_SECTOR;COUNTERPART_SECTOR;EXPENDITURE_TYPE;ISC11P_LEVEL;ISC11P_CAT;ISC11P_SUB;STAT_UNIT;INTENSITY
FINSTU;A;INST_T;_Z;_Z;L4;_T;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L3_4;C4;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L3_4;C5;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L3_4;_T;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L5;_T;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L6T8;_T;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L5T8;_T;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L5T8;C4;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L5T8;C5;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;_X;_T;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;_T;_T;_T;STU_FIN;PT
FINSTU;A;INST_T;_Z;_Z;L0;C1;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L0;C2;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L0;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L1;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L2;C4;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L2;C5;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L2;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L3;C4;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L3;C5;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L3;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L4;C4;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L4;C5;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L4;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L3_4;C4;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L3_4;C5;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L3_4;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L5;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L6T8;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L5T8;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L5T8;C4;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;L5T8;C5;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;_X;_T;_T;STU_FIN;_T
FINSTU;A;INST_T;_Z;_Z;_T;_T;_T;STU_FIN;_T
FIN1;A;S1311;INST_PUB;DIR_EXP;L0;C1;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L0;C2;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L0;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L1;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L2;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L2;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L2;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L3;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L3;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L3;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L5;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;_X;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PUB;DIR_EXP;_T;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L0;C1;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L0;C2;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L0;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L1;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L2;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L2;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L2;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L3;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L3;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L3;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L5;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;_X;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_GOV;DIR_EXP;_T;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L0;C1;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L0;C2;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L0;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L1;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L2;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L2;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L2;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L3;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L3;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L3;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L5;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;_X;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV_IND;DIR_EXP;_T;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L0;C1;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L0;C2;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L0;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L1;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L2;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L2;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L2;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L3;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L3;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L3;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L5;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;_X;_T;_T;EXP;_Z
FIN1;A;S1311;INST_PRIV;DIR_EXP;_T;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L0;C1;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L0;C2;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L0;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L1;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L2;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L2;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L2;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L3;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L3;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L3;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L5;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;_X;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;DIR_EXP;_T;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L0;C1;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L0;C2;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L0;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L1;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L2;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L2;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L2;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L3;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L3;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L3;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L5;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;_X;_T;_T;EXP;_Z
FIN1;A;S1311;INST_T;CAP;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L0;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L1;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L2;C4;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L2;C5;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L2;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L3;C4;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L3;C5;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L3;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L4;C4;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L4;C5;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L4;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L5;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;_X;_T;_T;EXP;_Z
FIN1;A;S1311;S1312;NET_TRF;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L0;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L1;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L2;C4;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L2;C5;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L2;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L3;C4;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L3;C5;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L3;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L4;C4;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L4;C5;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L4;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L5;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;_X;_T;_T;EXP;_Z
FIN1;A;S1311;S1313;NET_TRF;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L0;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L1;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L2;C4;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L2;C5;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L2;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L3;C4;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L3;C5;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L3;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L4;C4;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L4;C5;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L4;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L5;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;_X;_T;_T;EXP;_Z
FIN1;A;S1311;S13M;NET_TRF;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L0;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L1;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L2;C4;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L2;C5;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L2;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L3;C4;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L3;C5;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L3;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L4;C4;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L4;C5;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L4;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L5;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;_X;_T;_T;EXP;_Z
FIN1;A;S1311;S14;GRNT;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L0;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L1;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L2;C4;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L2;C5;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L2;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L3;C4;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L3;C5;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L3;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L4;C4;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L4;C5;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L4;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L5;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;_X;_T;_T;EXP;_Z
FIN1;A;S1311;S14;STU_LOAN;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L0;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L1;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L2;C4;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L2;C5;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L2;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L3;C4;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L3;C5;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L3;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L4;C4;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L4;C5;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L4;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L5;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;_X;_T;_T;EXP;_Z
FIN1;A;S1311;S14;FAHS;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L0;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L1;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L2;C4;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L2;C5;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L2;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L3;C4;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L3;C5;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L3;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L4;C4;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L4;C5;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L4;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L5;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;_X;_T;_T;EXP;_Z
FIN1;A;S1311;S1D_0;TRF_PAY;_T;_T;_T;EXP;_Z
FIN1;A;S1311;S1D;TRF_PAY;L0;C1;_T;EXP;_Z
FIN1;A;S1311;S1D;TRF_PAY;L0;C2;_T;EXP;_Z
FIN1;A;S1311;S1D;TRF_PAY;L0;_T;_T;EXP;_Z
